14,4,737.75,151.28,207.79999999999995,102.30000000000001,1,1,1.0
15,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
15,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
15,4,696.97,142.99,241.36,109.14999999999998,1,1,1.0
16,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
16,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
16,4,656.19,134.7,274.90999999999997,116.0,1,1,1.0
17,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
17,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
17,4,617.37,125.79,266.03,112.68999999999998,1,1,1.0
18,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
18,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
18,4,578.54,116.88,257.1600000000001,109.37,1,1,1.0
18,5,0.0,164.89,96.3,116.61000000000001,1,1,1.0
19,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
19,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
19,4,546.39,112.5,248.27999999999997,106.05000000000001,1,1,1.0
19,5,0.0,172.13,119.3,122.57,1,1,1.0
20,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
20,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
20,4,514.23,108.11,239.40999999999997,102.74,1,1,1.0
20,5,0.0,179.36,142.3,128.53999999999996,1,1,1.0
21,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
21,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
21,4,482.08,103.72,230.53000000000003,99.43,1,1,1.0
21,5,0.0,188.56,173.8,133.14,1,1,1.0
22,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
22,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
22,4,454.05,100.16,221.65000000000003,96.12,1,1,1.0
22,5,0.0,197.75,205.3,139.64999999999998,1,1,1.0
23,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
23,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
23,4,426.02,96.6,212.77999999999997,92.80000000000001,1,1,1.0
23,5,13.2,206.94,223.60000000000002,146.16000000000003,1,1,1.0
24,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
24,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
24,4,401.03,90.57,206.63,90.79000000000002,1,1,1.0
24,5,37.67,216.14,230.63,155.21000000000004,1,1,1.0
25,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
25,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
25,4,376.04,84.55,200.48999999999995,88.78000000000002,1,1,1.0
25,5,62.14,225.33,237.66000000000003,164.27,1,1,1.0
26,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
26,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
26,4,351.05,78.52,194.33999999999997,86.77,1,1,1.0
26,5,80.44,230.15,262.06,176.85999999999999,1,1,1.0
27,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
27,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
27,4,328.62,74.54,186.23000000000002,84.76,1,1,1.0
27,5,109.41,243.03,286.45000000000005,189.44000000000003,1,1,1.0
28,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
28,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
28,4,306.2,70.55,178.10000000000002,82.75000000000001,1,1,1.0
28,5,138.38,255.92,310.85,202.01000000000002,1,1,1.0
29,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
29,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
29,4,287.27,67.88,172.75,80.74000000000001,1,1,1.0
29,5,167.35,268.8,335.24,214.59999999999997,1,1,1.0
30,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
30,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
30,4,268.35,65.21,167.39,78.73,1,1,1.0
30,5,210.5,284.52,359.65,227.18,1,1,1.0
31,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
31,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
31,4,249.43,62.54,162.02999999999997,76.72,1,1,1.0
31,5,253.66,300.24,384.0400000000001,239.76,1,1,1.0
32,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
32,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
32,4,230.5,59.87,156.68,74.71000000000001,1,1,1.0
32,6,770.97,139.63,189.02999999999997,97.06,1,1,1.0
32,5,303.46,322.79,400.64000000000004,217.20999999999998,1,1,1.0
33,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
33,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
33,4,211.58,57.2,151.31999999999996,72.7,1,1,1.0
33,6,732.15,132.5,227.85000000000002,107.30000000000001,1,1,1.0
33,5,353.25,345.35,417.25,194.64999999999998,1,1,1.0
34,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
34,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
34,4,196.05,54.61,148.08999999999997,71.45,1,1,1.0
34,6,693.33,125.37,247.26999999999998,104.74000000000001,1,1,1.0
34,5,403.05,367.91,433.84999999999997,172.08999999999997,1,1,1.0
35,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
35,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
35,4,180.52,52.03,144.85999999999999,70.19,1,1,1.0
35,6,654.51,118.24,239.41999999999996,102.17999999999999,1,1,1.0
35,5,452.84,390.46,450.46,149.54000000000002,1,1,1.0
36,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
36,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
36,4,164.99,49.44,141.62,68.95,1,1,1.0
36,6,615.69,111.11,231.57999999999993,99.61,1,1,1.0
36,5,547.03,420.54,384.62,119.45999999999998,1,1,1.0
37,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
37,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
37,4,149.46,46.85,138.39000000000001,67.69999999999999,1,1,1.0
37,6,576.87,103.98,223.73000000000002,97.05,1,1,1.0
37,5,641.21,450.62,318.78999999999996,89.38,1,1,1.0
38,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
38,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
38,4,133.93,44.27,135.15999999999997,66.44,1,1,1.0
38,6,543.33,96.19,217.78999999999996,95.92000000000002,1,1,1.0
38,5,735.4,480.69,224.60000000000002,59.31,1,1,1.0
39,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
39,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
39,4,122.14,42.36,131.92000000000002,65.19,1,1,1.0
39,6,509.79,88.41,211.85999999999996,94.78,1,1,1.0
40,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
40,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
40,4,110.35,40.45,128.69,63.94,1,1,1.0
40,6,481.02,83.01,205.92000000000007,93.64,1,1,1.0
41,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
41,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
41,4,98.55,38.55,125.46,62.69,1,1,1.0
41,6,452.24,77.6,199.99,92.51000000000002,1,1,1.0
42,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
42,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
42,4,86.76,36.64,122.21999999999998,61.44,1,1,1.0
42,6,423.47,72.2,194.04999999999995,91.38000000000001,1,1,1.0
43,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
43,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
43,4,74.96,34.73,118.99,60.190000000000005,1,1,1.0
43,6,394.7,66.8,188.10999999999996,90.24,1,1,1.0
44,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
44,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
44,4,63.17,32.82,115.76,58.940000000000005,1,1,1.0
44,6,365.93,61.39,182.17000000000002,89.11,1,1,1.0
45,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
45,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
45,4,51.37,30.92,112.53,57.67999999999999,1,1,1.0
45,6,343.66,58.09,176.45,86.84,1,1,1.0
46,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
46,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
46,4,40.99,29.85,107.13999999999999,56.660000000000004,1,1,1.0
46,6,321.39,54.79,170.73000000000002,84.58000000000001,1,1,1.0
47,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
47,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
47,4,30.61,28.78,101.74,55.64,1,1,1.0
47,6,299.12,51.49,165.01999999999998,82.31,1,1,1.0
48,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
48,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
48,4,22.86,26.06,98.68,54.61,1,1,1.0
48,6,281.54,48.19,159.28999999999996,80.47999999999999,1,1,1.0
49,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
49,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
49,4,15.12,23.34,95.6,53.59,1,1,1.0
49,6,263.95,44.89,153.57,78.64,1,1,1.0
50,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
50,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
50,4,7.38,20.62,92.52000000000001,52.56999999999999,1,1,1.0
50,6,246.36,41.59,147.86,76.81,1,1,1.0
51,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
51,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
51,4,4.92,19.88,84.81,51.540000000000006,1,1,1.0
51,6,228.78,38.29,142.13000000000002,74.97999999999999,1,1,1.0
52,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
52,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
52,4,2.46,19.14,77.11,50.519999999999996,1,1,1.0
52,6,211.19,34.99,136.42000000000002,73.13999999999999,1,1,1.0
53,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
53,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
53,4,0.0,18.4,69.4,49.50000000000001,1,1,1.0
53,6,193.61,31.68,130.69,71.32,1,1,1.0
54,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
54,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
54,4,0.0,16.73,60.02,48.47,1,1,1.0
54,6,179.88,31.77,127.31,68.94,1,1,1.0
55,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
55,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
55,4,0.0,15.06,50.63,47.44,1,1,1.0
55,6,166.16,31.86,123.91,66.57000000000001,1,1,1.0
56,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
56,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
56,4,0.0,13.39,41.24,46.41,1,1,1.0
56,6,152.44,31.95,120.51999999999998,64.19,1,1,1.0
57,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
57,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
57,4,0.0,16.85,32.47,40.75,1,1,1.0
57,6,138.71,32.04,117.13,61.82,1,1,1.0
58,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
58,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
58,4,0.0,20.3,23.7,35.099999999999994,1,1,1.0
58,6,124.99,32.12,113.74,59.449999999999996,1,1,1.0
59,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
59,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
59,4,0.0,20.3,23.7,35.099999999999994,1,1,1.0
59,6,111.27,32.21,110.34000000000002,57.080000000000005,1,1,1.0
60,1,99.2,0.0,219.90000000000003,64.5,1,1,1.0
60,2,308.3,0.0,397.09999999999997,113.4,1,1,1.0
60,6,97.54,32.3,106.96,54.7,1,1,1.0
